Student_Name,Student_mail_id,Program,Cohort,Term,Placed_Not_Placed,CGPA,AI_Tutor_Usage,AI_Mentor_Usage,AI_TKT_Exam_Usage,JPT_Usage,Yoodli_Usage
Student_75_Jan-23,student75@jan-23.spjain.edu,MGB,Jan-23,Term 3,Not Placed,3.57,Low,High,Medium,None,None
Student_76_Jan-23,student76@jan-23.spjain.edu,MGB,Jan-23,Term 1,Placed,2.51,Low,Medium,None,None,High
Student_77_Jan-23,student77@jan-23.spjain.edu,MGB,Jan-23,Term 4,Not Placed,2.56,None,None,Low,High,Low
Student_78_Jan-23,student78@jan-23.spjain.edu,MGB,Jan-23,Term 3,Not Placed,3.01,Low,High,Low,Medium,Low
Student_79_Jan-23,student79@jan-23.spjain.edu,MGB,Jan-23,Term 3,Not Placed,2.53,Low,Low,High,High,Low
Student_80_Jan-23,student80@jan-23.spjain.edu,MGB,Jan-23,Term 1,Not Placed,2.87,High,High,Medium,Medium,None
Student_81_Jan-23,student81@jan-23.spjain.edu,MGB,Jan-23,Term 4,Not Placed,3.02,None,Medium,None,High,High
Student_82_Jan-23,student82@jan-23.spjain.edu,MGB,Jan-23,Term 3,Not Placed,2.56,High,None,High,Low,Low
Student_83_Jan-23,student83@jan-23.spjain.edu,MGB,Jan-23,Term 4,Not Placed,2.53,Low,High,None,High,Medium
Student_84_Jan-23,student84@jan-23.spjain.edu,MGB,Jan-23,Term 3,Not Placed,3.42,Medium,High,Low,None,Medium
Student_85_Jan-23,student85@jan-23.spjain.edu,MGB,Jan-23,Term 4,Not Placed,3.62,Medium,Low,High,None,Medium
Student_86_Jan-23,student86@jan-23.spjain.edu,MGB,Jan-23,Term 3,Not Placed,2.51,Medium,High,None,Medium,Low
Student_87_Jan-23,student87@jan-23.spjain.edu,MGB,Jan-23,Term 3,Not Placed,3.4,Low,High,Medium,Medium,High
Student_88_Jan-23,student88@jan-23.spjain.edu,MGB,Jan-23,Term 3,Placed,2.6,Low,None,None,Low,None
Student_89_Jan-23,student89@jan-23.spjain.edu,MGB,Jan-23,Term 4,Placed,3.01,Low,Low,None,Medium,None
Student_90_Jan-23,student90@jan-23.spjain.edu,MGB,Jan-23,Term 4,Placed,3.3,Medium,None,Low,None,High
Student_91_Jan-23,student91@jan-23.spjain.edu,MGB,Jan-23,Term 1,Not Placed,3.34,Low,High,Medium,Low,Low
Student_92_Jan-23,student92@jan-23.spjain.edu,MGB,Jan-23,Term 3,Not Placed,3.18,None,High,Medium,Medium,Low
Student_93_Jan-23,student93@jan-23.spjain.edu,MGB,Jan-23,Term 4,Not Placed,3.99,High,Low,None,Medium,None
Student_1_May-23,student1@may-23.spjain.edu,MGB,May-23,Term 2,Not Placed,3.41,High,High,None,Medium,Medium
Student_2_May-23,student2@may-23.spjain.edu,MGB,May-23,Term 1,Not Placed,2.77,Medium,None,None,Low,Medium
Student_3_May-23,student3@may-23.spjain.edu,MGB,May-23,Term 4,Not Placed,2.98,Low,High,Low,None,Medium
Student_4_May-23,student4@may-23.spjain.edu,MGB,May-23,Term 4,Not Placed,3.64,Low,None,Medium,Medium,None
Student_5_May-23,student5@may-23.spjain.edu,MGB,May-23,Term 3,Placed,3.3,Low,None,Medium,High,None
Student_6_May-23,student6@may-23.spjain.edu,MGB,May-23,Term 4,Not Placed,3.12,High,Medium,Medium,High,None
Student_7_May-23,student7@may-23.spjain.edu,MGB,May-23,Term 1,Not Placed,3.41,Medium,None,High,Low,High
Student_8_May-23,student8@may-23.spjain.edu,MGB,May-23,Term 4,Placed,3.78,Medium,None,Low,Medium,Medium
Student_9_May-23,student9@may-23.spjain.edu,MGB,May-23,Term 4,Placed,2.98,Low,High,High,Medium,None
Student_10_May-23,student10@may-23.spjain.edu,MGB,May-23,Term 4,Placed,3.53,None,Medium,Medium,None,High
Student_11_May-23,student11@may-23.spjain.edu,MGB,May-23,Term 3,Placed,2.87,High,High,High,None,None
Student_12_May-23,student12@may-23.spjain.edu,MGB,May-23,Term 4,Placed,3.67,Low,High,High,None,None
Student_13_May-23,student13@may-23.spjain.edu,MGB,May-23,Term 1,Not Placed,3.72,High,Low,None,None,None
Student_14_May-23,student14@may-23.spjain.edu,MGB,May-23,Term 1,Placed,2.72,Low,High,Medium,Low,None
Student_15_May-23,student15@may-23.spjain.edu,MGB,May-23,Term 3,Placed,3.87,None,Medium,Low,High,Low
Student_16_May-23,student16@may-23.spjain.edu,MGB,May-23,Term 1,Not Placed,3.85,None,Medium,Low,Low,Low
Student_17_May-23,student17@may-23.spjain.edu,MGB,May-23,Term 4,Not Placed,3.68,Low,Low,High,Medium,Medium
Student_18_May-23,student18@may-23.spjain.edu,MGB,May-23,Term 3,Placed,2.83,Low,Low,Low,Low,Medium
Student_19_May-23,student19@may-23.spjain.edu,MGB,May-23,Term 3,Not Placed,3.57,Low,Medium,Medium,Medium,Low
Student_20_May-23,student20@may-23.spjain.edu,MGB,May-23,Term 4,Not Placed,3.46,High,Medium,Low,Medium,High
Student_21_May-23,student21@may-23.spjain.edu,MGB,May-23,Term 3,Not Placed,3.58,None,None,Medium,Low,Medium
Student_22_May-23,student22@may-23.spjain.edu,MGB,May-23,Term 3,Not Placed,3.07,None,Medium,None,Medium,None
Student_23_May-23,student23@may-23.spjain.edu,MGB,May-23,Term 4,Placed,3.5,High,Low,Medium,Low,Medium
Student_24_May-23,student24@may-23.spjain.edu,MGB,May-23,Term 2,Placed,2.92,High,Medium,Low,None,None
Student_25_May-23,student25@may-23.spjain.edu,MGB,May-23,Term 1,Placed,3.61,Low,High,None,High,Low
Student_26_May-23,student26@may-23.spjain.edu,MGB,May-23,Term 1,Not Placed,3.33,High,High,None,Medium,Medium
Student_27_May-23,student27@may-23.spjain.edu,MGB,May-23,Term 3,Placed,3.53,Medium,Medium,None,Medium,High
Student_28_May-23,student28@may-23.spjain.edu,MGB,May-23,Term 3,Not Placed,2.64,Medium,High,Medium,Low,High
Student_29_May-23,student29@may-23.spjain.edu,MGB,May-23,Term 2,Placed,2.87,None,None,High,High,Low
Student_30_May-23,student30@may-23.spjain.edu,MGB,May-23,Term 1,Placed,3.22,None,High,None,Medium,High
Student_31_May-23,student31@may-23.spjain.edu,MGB,May-23,Term 2,Not Placed,2.95,High,None,High,None,Medium
Student_32_May-23,student32@may-23.spjain.edu,MGB,May-23,Term 4,Placed,2.88,None,Low,None,Medium,Low
Student_33_May-23,student33@may-23.spjain.edu,MGB,May-23,Term 4,Not Placed,3.93,Low,Low,Medium,Low,Low
Student_34_May-23,student34@may-23.spjain.edu,MGB,May-23,Term 3,Not Placed,2.67,Medium,None,High,Low,None
Student_35_May-23,student35@may-23.spjain.edu,MGB,May-23,Term 4,Placed,2.77,None,Low,High,None,Low
Student_36_May-23,student36@may-23.spjain.edu,MGB,May-23,Term 2,Placed,3.67,Medium,Medium,Low,Low,Low
Student_37_May-23,student37@may-23.spjain.edu,MGB,May-23,Term 4,Placed,3.53,Medium,Medium,Low,Medium,Medium
Student_38_May-23,student38@may-23.spjain.edu,MGB,May-23,Term 4,Placed,3.78,Medium,Low,None,None,Low
Student_39_May-23,student39@may-23.spjain.edu,MGB,May-23,Term 2,Not Placed,3.21,Low,Low,Medium,Low,Low
Student_40_May-23,student40@may-23.spjain.edu,MGB,May-23,Term 3,Not Placed,3.17,None,None,None,High,None
Student_41_May-23,student41@may-23.spjain.edu,MGB,May-23,Term 1,Not Placed,3.03,Medium,None,Low,High,Medium
Student_42_May-23,student42@may-23.spjain.edu,MGB,May-23,Term 2,Not Placed,2.94,Low,High,Low,None,None
Student_43_May-23,student43@may-23.spjain.edu,MGB,May-23,Term 3,Placed,3.7,None,Low,High,High,Medium
Student_44_May-23,student44@may-23.spjain.edu,MGB,May-23,Term 2,Not Placed,3.58,None,High,None,None,Medium
Student_45_May-23,student45@may-23.spjain.edu,MGB,May-23,Term 3,Not Placed,2.59,High,Low,Low,Low,None
Student_46_May-23,student46@may-23.spjain.edu,MGB,May-23,Term 3,Placed,3.21,High,Low,None,Medium,Medium
Student_47_May-23,student47@may-23.spjain.edu,MGB,May-23,Term 3,Placed,3.34,None,Medium,Low,Low,Low
Student_48_May-23,student48@may-23.spjain.edu,MGB,May-23,Term 1,Placed,3.66,High,Low,Low,None,Medium
Student_49_May-23,student49@may-23.spjain.edu,MGB,May-23,Term 2,Not Placed,3.2,None,Low,Low,Medium,Low
Student_50_May-23,student50@may-23.spjain.edu,MGB,May-23,Term 3,Placed,2.71,None,None,None,None,High
Student_51_May-23,student51@may-23.spjain.edu,MGB,May-23,Term 1,Not Placed,2.52,None,High,Low,None,Low
Student_52_May-23,student52@may-23.spjain.edu,MGB,May-23,Term 3,Placed,3.6,High,High,Medium,High,None
Student_53_May-23,student53@may-23.spjain.edu,MGB,May-23,Term 2,Placed,3.65,None,Low,None,None,Medium
Student_54_May-23,student54@may-23.spjain.edu,MGB,May-23,Term 3,Placed,2.77,Low,None,None,High,None
Student_55_May-23,student55@may-23.spjain.edu,MGB,May-23,Term 3,Placed,3.44,None,High,High,Medium,Low
Student_56_May-23,student56@may-23.spjain.edu,MGB,May-23,Term 4,Placed,2.89,Medium,Low,None,Medium,Low
Student_57_May-23,student57@may-23.spjain.edu,MGB,May-23,Term 2,Placed,3.66,Medium,Low,Medium,High,High
Student_58_May-23,student58@may-23.spjain.edu,MGB,May-23,Term 1,Placed,3.31,High,Low,Low,Medium,Medium
Student_59_May-23,student59@may-23.spjain.edu,MGB,May-23,Term 2,Not Placed,2.74,Low,Medium,Medium,Low,High
Student_60_May-23,student60@may-23.spjain.edu,MGB,May-23,Term 2,Not Placed,2.68,None,High,None,Medium,None
Student_61_May-23,student61@may-23.spjain.edu,MGB,May-23,Term 1,Not Placed,3.16,Medium,Medium,None,High,High
Student_62_May-23,student62@may-23.spjain.edu,MGB,May-23,Term 2,Placed,2.74,Medium,High,None,Low,Low
Student_63_May-23,student63@may-23.spjain.edu,MGB,May-23,Term 4,Placed,2.82,High,Low,None,Low,High
Student_64_May-23,student64@may-23.spjain.edu,MGB,May-23,Term 4,Placed,2.51,None,None,High,Low,Low
Student_65_May-23,student65@may-23.spjain.edu,MGB,May-23,Term 3,Placed,3.15,Low,Medium,High,None,None
Student_66_May-23,student66@may-23.spjain.edu,MGB,May-23,Term 1,Not Placed,3.59,Low,High,Medium,Medium,Medium
Student_67_May-23,student67@may-23.spjain.edu,MGB,May-23,Term 1,Placed,3.28,Medium,None,High,High,Medium
Student_68_May-23,student68@may-23.spjain.edu,MGB,May-23,Term 3,Not Placed,3.43,Medium,None,Medium,Medium,Medium
Student_69_May-23,student69@may-23.spjain.edu,MGB,May-23,Term 2,Not Placed,3.82,High,Medium,High,None,Medium
Student_70_May-23,student70@may-23.spjain.edu,MGB,May-23,Term 3,Not Placed,3.44,Low,Low,High,High,Low
Student_71_May-23,student71@may-23.spjain.edu,MGB,May-23,Term 1,Not Placed,2.55,Medium,None,High,None,Medium
Student_72_May-23,student72@may-23.spjain.edu,MGB,May-23,Term 2,Placed,2.52,Medium,High,None,High,High
Student_73_May-23,student73@may-23.spjain.edu,MGB,May-23,Term 4,Not Placed,3.98,None,Medium,High,Low,None
Student_74_May-23,student74@may-23.spjain.edu,MGB,May-23,Term 4,Not Placed,2.69,Low,High,None,None,Medium
Student_75_May-23,student75@may-23.spjain.edu,MGB,May-23,Term 2,Placed,3.27,Medium,Medium,High,High,None
Student_76_May-23,student76@may-23.spjain.edu,MGB,May-23,Term 3,Placed,2.87,Low,Medium,Low,Low,None
Student_77_May-23,student77@may-23.spjain.edu,MGB,May-23,Term 3,Placed,2.99,Low,Medium,High,None,High
Student_78_May-23,student78@may-23.spjain.edu,MGB,May-23,Term 2,Placed,2.52,High,Medium,Medium,None,Low
Student_79_May-23,student79@may-23.spjain.edu,MGB,May-23,Term 1,Not Placed,3.23,Low,Medium,None,None,Medium
Student_80_May-23,student80@may-23.spjain.edu,MGB,May-23,Term 4,Not Placed,3.32,High,Low,Low,Low,Medium
Student_81_May-23,student81@may-23.spjain.edu,MGB,May-23,Term 3,Not Placed,3.71,None,None,High,Low,Low
Student_82_May-23,student82@may-23.spjain.edu,MGB,May-23,Term 1,Not Placed,3.14,High,Medium,High,Medium,None
Student_83_May-23,student83@may-23.spjain.edu,MGB,May-23,Term 1,Placed,3.33,Low,Medium,Low,Low,None
Student_84_May-23,student84@may-23.spjain.edu,MGB,May-23,Term 4,Placed,3.95,Medium,None,Medium,Medium,Medium
Student_85_May-23,student85@may-23.spjain.edu,MGB,May-23,Term 1,Placed,3.6,Low,Medium,High,Low,Medium
Student_86_May-23,student86@may-23.spjain.edu,MGB,May-23,Term 2,Not Placed,2.74,Medium,Medium,Medium,None,Medium
Student_87_May-23,student87@may-23.spjain.edu,MGB,May-23,Term 3,Placed,3.94,None,Low,None,None,None
Student_88_May-23,student88@may-23.spjain.edu,MGB,May-23,Term 4,Not Placed,2.7,Low,High,High,Low,Low
Student_89_May-23,student89@may-23.spjain.edu,MGB,May-23,Term 2,Placed,2.59,None,Medium,Medium,None,Medium
Student_90_May-23,student90@may-23.spjain.edu,MGB,May-23,Term 2,Not Placed,3.68,None,None,Medium,Medium,Low
Student_91_May-23,student91@may-23.spjain.edu,MGB,May-23,Term 1,Placed,3.95,Low,Medium,None,High,Medium
Student_92_May-23,student92@may-23.spjain.edu,MGB,May-23,Term 2,Not Placed,2.71,Low,Low,High,High,Low
Student_93_May-23,student93@may-23.spjain.edu,MGB,May-23,Term 1,Not Placed,2.85,None,Low,High,None,Medium
Student_94_May-23,student94@may-23.spjain.edu,MGB,May-23,Term 1,Not Placed,3.81,High,None,Low,High,None
Student_95_May-23,student95@may-23.spjain.edu,MGB,May-23,Term 4,Placed,3.81,None,Low,Medium,High,High
Student_96_May-23,student96@may-23.spjain.edu,MGB,May-23,Term 3,Placed,3.8,None,None,None,High,High
Student_97_May-23,student97@may-23.spjain.edu,MGB,May-23,Term 3,Not Placed,3.86,Low,None,Low,Low,High
Student_98_May-23,student98@may-23.spjain.edu,MGB,May-23,Term 1,Placed,3.57,None,Medium,None,Medium,None
Student_99_May-23,student99@may-23.spjain.edu,MGB,May-23,Term 3,Placed,4.0,None,None,None,High,High
Student_100_May-23,student100@may-23.spjain.edu,MGB,May-23,Term 1,Placed,2.68,Medium,Low,None,None,High
Student_101_May-23,student101@may-23.spjain.edu,MGB,May-23,Term 3,Not Placed,3.78,High,None,None,High,Medium
Student_102_May-23,student102@may-23.spjain.edu,MGB,May-23,Term 2,Placed,3.45,Low,High,Low,None,High
Student_103_May-23,student103@may-23.spjain.edu,MGB,May-23,Term 4,Not Placed,3.04,Low,Low,Medium,Low,None
Student_104_May-23,student104@may-23.spjain.edu,MGB,May-23,Term 1,Not Placed,3.19,Low,Medium,Medium,Low,None
Student_105_May-23,student105@may-23.spjain.edu,MGB,May-23,Term 3,Placed,3.77,High,Low,Low,Medium,Low
Student_106_May-23,student106@may-23.spjain.edu,MGB,May-23,Term 3,Placed,3.87,High,None,Low,None,Medium
Student_107_May-23,student107@may-23.spjain.edu,MGB,May-23,Term 4,Placed,2.9,None,Low,Low,None,Low
Student_108_May-23,student108@may-23.spjain.edu,MGB,May-23,Term 2,Placed,2.98,High,Medium,Low,Low,Medium
Student_109_May-23,student109@may-23.spjain.edu,MGB,May-23,Term 4,Placed,2.8,High,None,Low,Medium,Low
Student_110_May-23,student110@may-23.spjain.edu,MGB,May-23,Term 3,Not Placed,2.7,None,High,Low,High,Low
Student_111_May-23,student111@may-23.spjain.edu,MGB,May-23,Term 2,Not Placed,3.74,Medium,Medium,Low,High,None
Student_112_May-23,student112@may-23.spjain.edu,MGB,May-23,Term 2,Placed,2.87,Medium,None,Medium,Medium,High
Student_113_May-23,student113@may-23.spjain.edu,MGB,May-23,Term 3,Placed,3.95,None,None,None,Medium,None
Student_1_Sep-23,student1@sep-23.spjain.edu,MGB,Sep-23,Term 4,Not Placed,3.62,Low,Low,None,Low,Low
Student_2_Sep-23,student2@sep-23.spjain.edu,MGB,Sep-23,Term 2,Not Placed,3.31,High,Medium,Low,Medium,Medium
Student_3_Sep-23,student3@sep-23.spjain.edu,MGB,Sep-23,Term 1,Not Placed,3.3,High,Medium,Low,Medium,None
Student_4_Sep-23,student4@sep-23.spjain.edu,MGB,Sep-23,Term 3,Placed,3.19,None,None,None,High,Medium
Student_5_Sep-23,student5@sep-23.spjain.edu,MGB,Sep-23,Term 1,Not Placed,3.34,High,Low,None,Medium,High
Student_6_Sep-23,student6@sep-23.spjain.edu,MGB,Sep-23,Term 3,Placed,3.93,Low,Low,High,None,None
Student_7_Sep-23,student7@sep-23.spjain.edu,MGB,Sep-23,Term 2,Not Placed,2.82,None,Low,Low,Low,Medium
Student_8_Sep-23,student8@sep-23.spjain.edu,MGB,Sep-23,Term 4,Placed,3.65,Low,High,High,Low,High
Student_9_Sep-23,student9@sep-23.spjain.edu,MGB,Sep-23,Term 1,Placed,3.29,Medium,Medium,Medium,Medium,Medium
Student_10_Sep-23,student10@sep-23.spjain.edu,MGB,Sep-23,Term 1,Not Placed,3.59,Low,High,High,None,None
Student_11_Sep-23,student11@sep-23.spjain.edu,MGB,Sep-23,Term 4,Not Placed,3.54,Medium,Low,Medium,High,Low
Student_12_Sep-23,student12@sep-23.spjain.edu,MGB,Sep-23,Term 3,Placed,3.56,Low,None,High,Medium,Low
Student_13_Sep-23,student13@sep-23.spjain.edu,MGB,Sep-23,Term 4,Placed,2.84,High,Low,None,High,Low
Student_14_Sep-23,student14@sep-23.spjain.edu,MGB,Sep-23,Term 1,Placed,3.97,High,Low,High,Medium,High
Student_15_Sep-23,student15@sep-23.spjain.edu,MGB,Sep-23,Term 1,Placed,2.99,Low,High,Low,High,Medium
Student_16_Sep-23,student16@sep-23.spjain.edu,MGB,Sep-23,Term 2,Not Placed,2.77,Medium,Low,High,Medium,Low
Student_17_Sep-23,student17@sep-23.spjain.edu,MGB,Sep-23,Term 2,Not Placed,3.56,Medium,Medium,None,High,High
Student_18_Sep-23,student18@sep-23.spjain.edu,MGB,Sep-23,Term 1,Not Placed,3.9,High,Low,Medium,Medium,High
Student_19_Sep-23,student19@sep-23.spjain.edu,MGB,Sep-23,Term 4,Placed,3.41,Low,None,None,None,High
Student_20_Sep-23,student20@sep-23.spjain.edu,MGB,Sep-23,Term 1,Not Placed,2.87,Medium,Medium,None,Medium,None
Student_21_Sep-23,student21@sep-23.spjain.edu,MGB,Sep-23,Term 1,Not Placed,2.59,None,High,High,Low,None
Student_22_Sep-23,student22@sep-23.spjain.edu,MGB,Sep-23,Term 2,Not Placed,2.98,None,Medium,Low,None,None
Student_23_Sep-23,student23@sep-23.spjain.edu,MGB,Sep-23,Term 4,Not Placed,2.62,High,None,High,Low,None
Student_24_Sep-23,student24@sep-23.spjain.edu,MGB,Sep-23,Term 4,Not Placed,3.25,Low,High,High,Medium,High
Student_25_Sep-23,student25@sep-23.spjain.edu,MGB,Sep-23,Term 3,Placed,3.46,High,High,High,Low,None
Student_26_Sep-23,student26@sep-23.spjain.edu,MGB,Sep-23,Term 2,Not Placed,3.95,High,None,Medium,Low,High
Student_27_Sep-23,student27@sep-23.spjain.edu,MGB,Sep-23,Term 2,Placed,3.19,Medium,Medium,Low,High,Medium
Student_28_Sep-23,student28@sep-23.spjain.edu,MGB,Sep-23,Term 4,Placed,3.36,High,High,None,Medium,High
Student_29_Sep-23,student29@sep-23.spjain.edu,MGB,Sep-23,Term 3,Placed,3.86,Low,Medium,None,Medium,Low
Student_30_Sep-23,student30@sep-23.spjain.edu,MGB,Sep-23,Term 4,Placed,2.73,Medium,Low,None,Low,Medium
Student_31_Sep-23,student31@sep-23.spjain.edu,MGB,Sep-23,Term 3,Not Placed,3.54,None,None,None,Low,Medium
Student_32_Sep-23,student32@sep-23.spjain.edu,MGB,Sep-23,Term 4,Not Placed,3.4,None,High,None,Medium,Medium
Student_33_Sep-23,student33@sep-23.spjain.edu,MGB,Sep-23,Term 1,Placed,2.67,None,High,Medium,Low,Medium
Student_34_Sep-23,student34@sep-23.spjain.edu,MGB,Sep-23,Term 3,Not Placed,2.93,Low,Low,Low,High,High
Student_35_Sep-23,student35@sep-23.spjain.edu,MGB,Sep-23,Term 4,Placed,3.93,None,Medium,Medium,High,None
Student_36_Sep-23,student36@sep-23.spjain.edu,MGB,Sep-23,Term 4,Placed,2.67,High,None,Medium,High,High
Student_37_Sep-23,student37@sep-23.spjain.edu,MGB,Sep-23,Term 2,Not Placed,3.42,None,Medium,None,High,Medium
Student_38_Sep-23,student38@sep-23.spjain.edu,MGB,Sep-23,Term 2,Not Placed,2.57,High,Medium,Low,Low,Medium
Student_39_Sep-23,student39@sep-23.spjain.edu,MGB,Sep-23,Term 3,Not Placed,2.8,High,None,None,Medium,Low
Student_40_Sep-23,student40@sep-23.spjain.edu,MGB,Sep-23,Term 1,Placed,2.78,Medium,Low,None,High,None
Student_41_Sep-23,student41@sep-23.spjain.edu,MGB,Sep-23,Term 1,Placed,3.4,Low,Medium,Medium,Low,High
Student_42_Sep-23,student42@sep-23.spjain.edu,MGB,Sep-23,Term 1,Placed,3.11,High,Medium,Low,Low,High
Student_43_Sep-23,student43@sep-23.spjain.edu,MGB,Sep-23,Term 2,Placed,3.53,High,None,High,High,None
Student_44_Sep-23,student44@sep-23.spjain.edu,MGB,Sep-23,Term 1,Placed,3.64,High,High,High,None,None
Student_45_Sep-23,student45@sep-23.spjain.edu,MGB,Sep-23,Term 3,Not Placed,3.17,Medium,None,Low,Low,None
Student_46_Sep-23,student46@sep-23.spjain.edu,MGB,Sep-23,Term 4,Placed,3.18,Low,Medium,Medium,Low,Medium
Student_47_Sep-23,student47@sep-23.spjain.edu,MGB,Sep-23,Term 4,Not Placed,3.82,Low,High,None,Low,Medium
Student_48_Sep-23,student48@sep-23.spjain.edu,MGB,Sep-23,Term 1,Not Placed,3.12,Medium,None,Medium,Low,Medium
Student_49_Sep-23,student49@sep-23.spjain.edu,MGB,Sep-23,Term 4,Not Placed,3.83,None,None,None,None,None
Student_50_Sep-23,student50@sep-23.spjain.edu,MGB,Sep-23,Term 3,Not Placed,2.99,None,Medium,Medium,Medium,Medium
Student_51_Sep-23,student51@sep-23.spjain.edu,MGB,Sep-23,Term 2,Placed,3.92,Low,None,None,Low,Low
Student_52_Sep-23,student52@sep-23.spjain.edu,MGB,Sep-23,Term 2,Not Placed,2.71,High,None,Low,None,High
Student_53_Sep-23,student53@sep-23.spjain.edu,MGB,Sep-23,Term 2,Placed,3.01,Medium,None,None,Medium,None
Student_54_Sep-23,student54@sep-23.spjain.edu,MGB,Sep-23,Term 1,Placed,3.08,Medium,Low,Medium,None,Medium
Student_55_Sep-23,student55@sep-23.spjain.edu,MGB,Sep-23,Term 2,Not Placed,2.97,Medium,Medium,None,Low,High
Student_56_Sep-23,student56@sep-23.spjain.edu,MGB,Sep-23,Term 1,Placed,2.63,High,High,Low,High,Low
Student_57_Sep-23,student57@sep-23.spjain.edu,MGB,Sep-23,Term 3,Placed,3.62,Medium,Low,High,Low,Low
Student_58_Sep-23,student58@sep-23.spjain.edu,MGB,Sep-23,Term 4,Not Placed,3.01,Medium,Low,Low,High,Medium
Student_59_Sep-23,student59@sep-23.spjain.edu,MGB,Sep-23,Term 2,Placed,3.12,None,Medium,None,Low,Medium
Student_60_Sep-23,student60@sep-23.spjain.edu,MGB,Sep-23,Term 1,Placed,3.86,High,High,Medium,None,None
Student_61_Sep-23,student61@sep-23.spjain.edu,MGB,Sep-23,Term 4,Not Placed,2.76,High,Low,None,Medium,None
Student_62_Sep-23,student62@sep-23.spjain.edu,MGB,Sep-23,Term 1,Not Placed,3.92,Low,Low,High,Low,High
Student_63_Sep-23,student63@sep-23.spjain.edu,MGB,Sep-23,Term 2,Placed,3.44,None,Medium,High,Medium,Low
Student_64_Sep-23,student64@sep-23.spjain.edu,MGB,Sep-23,Term 3,Placed,3.03,None,High,None,Medium,Low
Student_65_Sep-23,student65@sep-23.spjain.edu,MGB,Sep-23,Term 3,Placed,3.27,High,None,Low,Medium,High
Student_66_Sep-23,student66@sep-23.spjain.edu,MGB,Sep-23,Term 2,Not Placed,2.89,None,Low,High,Low,None
Student_67_Sep-23,student67@sep-23.spjain.edu,MGB,Sep-23,Term 1,Not Placed,3.33,Medium,High,High,Low,None
Student_68_Sep-23,student68@sep-23.spjain.edu,MGB,Sep-23,Term 2,Not Placed,3.07,High,Low,None,Low,Low
Student_69_Sep-23,student69@sep-23.spjain.edu,MGB,Sep-23,Term 4,Not Placed,3.56,Medium,Low,Low,Medium,None
Student_70_Sep-23,student70@sep-23.spjain.edu,MGB,Sep-23,Term 3,Not Placed,2.62,None,High,Low,High,High
Student_71_Sep-23,student71@sep-23.spjain.edu,MGB,Sep-23,Term 2,Placed,2.86,Medium,Low,High,Medium,Medium
Student_72_Sep-23,student72@sep-23.spjain.edu,MGB,Sep-23,Term 1,Placed,2.51,High,Low,High,Medium,None
Student_73_Sep-23,student73@sep-23.spjain.edu,MGB,Sep-23,Term 3,Placed,3.42,High,Medium,Medium,High,Medium
Student_74_Sep-23,student74@sep-23.spjain.edu,MGB,Sep-23,Term 1,Placed,2.51,Medium,Medium,High,High,None
Student_75_Sep-23,student75@sep-23.spjain.edu,MGB,Sep-23,Term 3,Placed,3.21,Medium,None,Medium,None,Low
Student_76_Sep-23,student76@sep-23.spjain.edu,MGB,Sep-23,Term 1,Not Placed,2.78,High,High,Medium,Medium,Low
